tree_index,train_time
1,0.16855120658874512
2,0.17632412910461426
3,0.1996617317199707
4,0.17198514938354492
5,0.17799925804138184
6,0.1829988956451416
7,0.17099976539611816
8,0.1680004596710205
9,0.17110419273376465
10,0.17335844039916992
11,0.1720268726348877
12,0.17173004150390625
13,0.17000412940979004
14,0.1626269817352295
15,0.1702568531036377
16,0.16429400444030762
17,0.168046236038208
18,0.1770002841949463
19,0.16899847984313965
20,0.18100190162658691
21,0.17299771308898926
22,0.16204023361206055
23,0.16407418251037598
24,0.15992307662963867
25,0.16499924659729004
26,0.1660003662109375
27,0.16604328155517578
28,0.17699980735778809
29,0.17703604698181152
30,0.17800188064575195
31,0.1629931926727295
32,0.1660003662109375
33,0.1699972152709961
34,0.1679990291595459
35,0.17003464698791504
36,0.17700767517089844
37,0.16999220848083496
38,0.17502927780151367
39,0.17100739479064941
40,0.1610393524169922
41,0.16214346885681152
42,0.16500473022460938
43,0.16700434684753418
44,0.17099523544311523
45,0.17200565338134766
46,0.1679987907409668
47,0.1699995994567871
48,0.17200613021850586
49,0.16099786758422852
50,0.1609485149383545
51,0.1690537929534912
52,0.16304826736450195
53,0.16308069229125977
54,0.16514015197753906
55,0.18300437927246094
56,0.18568158149719238
57,0.1737523078918457
58,0.1752169132232666
59,0.176513671875
60,0.16699838638305664
61,0.1640024185180664
62,0.18186640739440918
63,0.16413497924804688
64,0.16938042640686035
65,0.17859268188476562
66,0.16399264335632324
67,0.16704654693603516
68,0.17161846160888672
69,0.16699433326721191
70,0.16099953651428223
71,0.1640002727508545
72,0.16300129890441895
73,0.17599987983703613
74,0.1759204864501953
75,0.17200326919555664
76,0.17100024223327637
77,0.1770012378692627
78,0.17104148864746094
79,0.16299867630004883
80,0.17098450660705566
81,0.1629953384399414
82,0.16342878341674805
83,0.16884827613830566
84,0.1788923740386963
85,0.17698216438293457
86,0.1745433807373047
87,0.17250514030456543
88,0.17213010787963867
89,0.17983460426330566
90,0.17612886428833008
91,0.17501449584960938
92,0.17099881172180176
93,0.16550397872924805
94,0.16263985633850098
95,0.1659996509552002
96,0.17399954795837402
97,0.17081236839294434
98,0.17560672760009766
99,0.17164158821105957
100,0.1719970703125
